state/州,district/地区,market,commodity_name/名字,min_price,max_price,date,类别+10
1,2,29,13,54.3,54.85,718,10
1,2,29,13,54.3,54.85,718,10
4,8,20,9,30,34,718,10
1,2,23,22,52.5,60.2,701,10
1,2,10,22,50.55,55.05,701,10
2,5,5,22,30,54.6,701,9
1,4,24,13,52.65,53.15,701,10
1,2,25,13,52.25,53.55,701,10
1,2,29,13,53.25,54,701,10
1,2,29,13,52.75,53,701,9
1,2,29,13,52.75,53.35,701,11
1,2,29,13,51.8,52.4,701,10
1,1,19,22,44.95,46.35,702,9
1,1,28,22,45.5,52.6,702,10
1,1,22,10,11,14,718,9
1,4,12,1,60,107.5,706,10
1,2,10,29,83,83,701,11
2,5,5,29,84,93,701,11
1,4,12,29,86.65,93.05,730,10
1,1,22,12,45,54,718,10
1,4,24,19,125,150.6,701,10
1,3,26,19,135,153.75,701,10
1,4,11,19,120,150.05,701,10
1,2,29,19,140,166.25,701,11
1,2,29,19,139,156.25,701,10
1,4,12,19,127.5,175.75,701,10
3,6,14,21,33.8,69,704,10
4,8,20,25,16,20,718,10
1,2,25,22,52.5,53.4,701,9
1,2,25,22,45,58,701,10
1,3,26,22,36,49.5,701,10
1,1,22,27,21,25,718,10
1,4,24,29,80.5,81.85,701,9
1,4,12,29,84.5,106.5,701,10
3,6,14,1,108,111,1014,10
1,3,26,30,29.5,33.65,701,10
1,4,11,30,31.75,54,701,9
1,2,29,30,35,55,701,10
1,1,28,13,47.5,52.5,705,10
1,4,12,1,75,109,718,10
2,5,5,1,30,120,718,13
3,6,14,1,108.77,119.25,718,9
2,10,17,2,39,46.5,718,10
1,1,28,17,50,61,705,10
1,1,28,19,140,155,705,10
1,2,29,30,28.25,56,730,9
4,9,9,30,25.55,30.52,730,10
1,1,1,13,45.1,47.3,710,10
1,1,28,22,45,51.2,705,10
2,5,5,7,18.43,18.6,720,10
1,1,19,17,59.5,60,706,9
3,6,13,7,17.5,20.52,827,10
2,5,5,7,18.3,18.58,827,10
4,7,15,22,51.51,61.51,729,9
1,1,1,17,54,60.65,710,10
1,1,28,30,22.5,30.8,806,10
2,5,5,21,34,161,706,10
1,1,1,19,97.5,157.55,710,10
1,2,25,22,50,60.05,723,10
1,4,31,30,12.5,30.9,709,10
1,4,31,30,14,32.75,709,9
1,4,31,30,12.5,47.5,709,9
1,1,1,23,43.25,71.5,710,12
1,1,1,22,37.25,56.25,710,10
1,4,30,13,54.55,55,801,10
1,4,24,13,54.5,54.8,718,11
1,3,26,13,45,50,718,10
1,4,11,13,54.25,54.55,718,9
1,4,4,13,53.85,54.45,718,10
1,4,30,13,53.8,54.75,718,9
1,1,1,30,19,35,710,10
1,3,26,22,38.5,47.6,723,9
1,1,1,19,111.25,153.5,805,9
1,4,24,19,127.5,151.2,805,10
1,3,26,19,129.5,151,805,10
1,4,11,19,148.5,154.35,805,10
1,2,29,19,142.05,160,805,10
4,8,8,4,76,94,725,10
4,8,8,5,40,48,725,10
1,4,21,10,4,7,718,9
4,9,16,30,21.8,26.49,729,10
1,4,31,13,53.5,54.85,718,10
1,4,31,13,53.75,54.15,718,8
1,4,31,13,53.75,54.75,718,10
4,8,8,2,53,58,725,10
4,8,8,2,54,60,801,10
1,2,29,30,27,30,723,10
4,8,8,30,2.7,29,723,9
4,9,9,30,26.01,30.15,723,10
4,8,8,4,78,94,719,10
4,8,18,6,15,17,719,9
1,4,30,13,54.05,54.3,727,12
1,1,1,23,41.25,80.5,720,10
1,3,3,23,50,81.5,720,10
1,1,1,22,31.75,50,720,10
1,3,3,22,37.5,40,720,10
1,1,28,17,55,58.8,727,10
2,5,5,22,44.71,55,720,9
1,2,25,13,53.7,54.25,705,10
1,2,25,13,54,54.55,705,9
1,3,3,13,47.5,53.55,705,10
2,5,5,29,46.52,91.4,708,10
1,1,22,27,25,34,720,10
4,8,18,18,6,8,718,10
1,4,21,27,35,35,720,10
1,4,31,30,15,31.45,708,11
1,2,25,22,50,58.55,703,10
4,8,8,20,108,118,718,10
1,1,22,10,23,27,704,10
1,1,28,22,49,51.85,703,10
2,5,5,22,35,50.91,703,10
3,6,13,22,40,54.1,703,9
1,1,22,12,38,48,704,14
1,1,28,19,145,160.55,727,10
1,4,12,1,86.25,140,710,10
4,8,20,25,20,24,722,9
2,5,5,1,60,135.01,708,11
1,1,19,23,62.5,62.5,704,10
1,1,19,22,45.5,45.5,704,9
1,1,22,27,25,33,704,10
1,1,19,30,24.3,32.5,704,10
4,8,18,18,7,14,723,10
4,7,15,22,36.1,61.2,720,10
1,4,31,13,53.25,54.4,807,10
1,4,31,13,53.5,54.2,807,10
1,4,31,13,53.25,53.9,807,10
1,2,25,13,53.5,54.05,806,10
1,1,28,22,49,50.55,727,10
1,2,35,22,58.75,58.75,727,10
1,2,10,13,52.05,53.75,806,10
3,6,13,7,16.6,18.18,708,10
1,4,21,9,1,7.05,708,10
1,4,21,25,15,30,805,9
1,1,22,12,25,34,709,10
1,4,12,13,54.75,54.85,806,9
4,7,15,22,57.69,61.15,718,10
1,4,21,27,41,41,718,10
1,2,10,13,51.75,54.3,706,10
1,1,22,10,16,21,709,10
3,6,14,1,104,118,703,12
1,4,21,11,8,8,708,10
2,5,5,3,50,119.51,703,10
1,3,3,1,42.5,100,1205,10
1,2,25,13,53.5,53.81,726,11
1,2,25,13,53.25,53.8,726,10
1,1,19,17,56.05,59,709,10
1,1,28,17,55.5,60.5,709,10
1,2,29,13,53.85,54.65,726,10
1,2,29,13,54.2,54.3,726,10
1,2,29,13,53.75,54.35,726,10
1,2,29,13,53.75,54.3,726,10
3,6,14,1,100.26,125,708,10
1,1,19,19,126.25,126.25,709,9
2,5,5,7,17.4,17.69,703,10
3,6,13,7,17.21,17.91,703,10
1,2,10,13,52,54.25,708,9
1,1,22,12,32,38,706,10
1,2,10,19,122.05,154.05,706,10
1,1,1,13,52.95,52.95,706,10
1,4,24,13,54.25,54.5,706,10
1,2,25,13,53.5,54.29,706,9
1,2,25,13,54,54.3,706,11
1,3,26,13,42.5,48.75,706,9
1,4,11,13,54,54.8,706,10
1,4,4,13,53.65,55,706,12
1,2,29,13,54,54.85,706,11
1,2,29,13,53.3,54.3,706,10
1,2,35,13,53.7,53.7,706,10
1,1,28,22,42.5,45,709,10
1,1,19,30,25.05,35.4,709,10
1,1,28,30,21.25,29.2,709,10
1,1,1,17,37.5,61.15,706,9
2,5,5,21,35,105,708,11
3,6,13,21,13.9,60,708,10
1,4,24,19,137.55,151.5,706,10
1,3,26,19,129.5,152.75,706,13
1,4,11,19,125,151.8,706,9
1,2,29,19,145.5,162.5,706,10
1,4,12,19,131.25,166.05,706,10
4,8,20,9,30,32,720,11
1,3,3,21,25,61.25,705,10
3,6,13,21,21.5,79.1,705,9
1,2,10,13,52.25,54.3,703,11
1,1,1,22,41.25,41.25,706,10
1,2,25,22,50,59,706,10
1,2,25,22,47.5,54.3,706,10
1,3,26,22,38.5,58,706,10
1,1,22,27,33,40,706,9
1,2,10,19,147.3,153.55,708,10
1,4,12,29,87.15,100,706,10
1,1,1,30,23.8,29,706,10
1,3,26,30,25,28,706,9
1,2,29,30,27.5,49.5,706,10
1,2,23,13,53.6,53.7,808,10
2,5,5,7,17.07,17.93,705,10
1,1,19,30,22.2,34.05,706,10
1,4,31,13,53.5,54.6,808,9
1,4,31,13,53.7,54.05,808,10
1,4,31,13,53.25,54.15,808,9
1,4,24,19,125,152.25,705,10
1,4,11,19,115,152,705,9
1,2,29,19,125,158.05,705,10
4,8,8,23,110,120,805,10
4,8,20,10,14,18,722,11
1,2,25,22,48.75,54.75,805,10
1,3,26,22,41.8,47.85,805,11
1,2,10,29,76.3,87.55,708,9
1,2,10,30,18.55,30.75,708,10
1,1,28,17,58,60.55,706,10
1,2,10,19,128,146.1,726,9
1,3,26,19,125,157.75,726,10
1,4,11,19,120,155,726,10
1,2,29,19,137.5,157.85,706,10
1,2,29,19,136.25,163.5,726,9
1,4,12,19,131.55,180.55,726,9
1,4,11,19,120,155,723,10
1,1,28,19,142,162.05,723,11
3,6,13,7,18.01,18.61,724,10
1,1,28,22,41.25,48.5,706,10
4,8,8,16,100,180,718,10
4,8,8,28,43,50,805,10
1,1,28,30,21.25,27.5,706,9
4,8,20,9,24,28,722,8
4,8,8,15,75,145,718,9
4,8,8,2,52,56,719,10
1,2,10,13,52.25,54,809,10
1,1,1,1,70.5,125.6,719,10
1,3,3,1,107,167.55,719,9
2,5,5,1,40,128.01,719,10
3,6,14,1,106.97,133,719,9
2,5,5,3,44,107,719,10
1,1,1,30,17.75,27.5,805,10
1,3,26,30,30.4,37,805,10
1,2,29,30,32,56,805,10
1,4,12,1,105.25,163.5,1205,10
2,5,5,1,73.25,125,1205,11
2,5,5,29,70,93.2,709,10
2,5,5,15,40.5,62.8,806,11
4,8,18,18,5,12,802,9
2,5,5,7,18.03,18.63,719,10
1,4,21,9,30,30.55,719,10
1,1,22,27,25,40,708,9
3,6,14,1,110,113,1205,10
1,1,28,22,45.25,51.2,708,10
2,10,17,2,38,46.2,923,10
1,1,1,13,47.55,52.55,705,10
1,4,24,13,54.05,54.55,705,10
1,4,11,13,54.25,55.1,705,10
1,2,29,13,54.15,55.25,705,10
1,2,29,13,53.5,54.1,705,12
1,2,29,13,52.5,53.1,705,9
2,10,17,2,40.75,41.3,1001,10
1,1,1,15,55.9,65,705,10
1,1,1,17,51.5,61.05,705,10
1,1,19,17,60,61.25,705,10
1,2,35,22,53.7,53.7,724,10
1,1,1,19,86.1,152.1,705,11
1,3,26,19,125.25,150.25,705,10
1,2,29,19,137.5,163,705,10
1,1,22,27,22,28,710,10
2,5,5,29,60,93.06,802,10
1,1,28,13,50,51.75,706,10
1,2,29,13,53.05,53.8,706,10
4,8,18,6,30,56,720,10
1,1,1,23,53.75,81.5,705,11
1,1,19,23,79.3,79.3,705,10
1,1,1,22,39,51.1,705,10
1,2,10,19,100,153.5,806,10
1,3,26,22,37,54.7,705,11
1,1,19,22,43,47,705,10
1,2,35,22,43.05,53.55,705,10
1,3,3,1,100,112.5,1209,10
2,5,5,19,140,158,806,10
1,1,1,30,26.15,37.8,705,9
1,1,19,30,17.5,31.5,705,9
1,2,29,30,28,55.85,705,10
1,2,29,30,27.5,34,705,10
1,4,24,13,54,54.4,719,10
1,2,10,13,52.5,54.35,719,10
4,8,20,8,28,32,720,10
1,4,31,13,53,54.8,719,9
1,4,31,13,53.65,54.35,719,11
1,4,31,13,53.25,54.75,719,10
1,4,11,13,53.8,54.1,730,9
1,4,30,13,53.85,54.15,730,9
1,3,3,21,20,56.25,719,10
3,6,14,1,111.75,136.5,1018,10
1,2,10,29,70,85.5,706,9
2,5,5,29,80,90.25,706,1
1,1,19,30,23.35,31.15,819,10
3,6,13,21,16.01,67.2,703,10
2,10,17,2,38,46.2,706,10
4,9,16,2,30.69,61.9,1014,10
2,5,5,15,30,75,719,10
1,1,19,23,76.75,76.75,706,10
1,1,19,22,45,47,706,10
1,2,29,13,53.5,54.2,806,10
1,2,29,13,53.45,53.8,806,9
1,2,23,22,50,52.2,718,10
2,5,5,7,17.5,18.21,708,10
1,4,11,13,54.5,54.65,820,10
1,4,24,19,110,144.45,719,10
1,2,10,19,134,157.75,719,11
2,5,5,19,158,158,719,10
1,1,28,17,56,61.25,723,11
1,4,12,1,35.5,130,1209,12
1,2,25,22,52.5,61.55,726,9
1,2,25,22,40,54.5,726,9
1,3,26,22,36.75,46.7,726,9
4,9,9,22,51.5,59.6,726,10
1,4,31,13,53.5,54.6,810,10
1,4,31,13,53.9,53.9,810,10
1,4,31,13,52.95,54.25,810,10
1,3,3,30,12.5,18.6,705,11
4,8,8,14,52,54,718,9
1,4,21,25,26.25,30,719,10
3,6,13,21,21.5,80,808,10
1,1,22,12,35,45,708,10
1,2,10,22,35,50,719,9
4,7,15,22,43.7,61.7,719,9
4,9,16,22,35.89,53.39,719,11
2,5,5,22,39,58,719,10
1,4,24,29,82.5,85,719,10
1,2,10,29,90,90,719,10
2,5,5,29,70,94,719,10
1,2,10,13,52,53.6,730,10
1,4,31,30,15.8,32.2,719,10
1,3,3,21,25,65.75,720,10
4,9,16,30,19.41,27.09,719,9
1,4,24,19,113.5,145,817,10
1,1,22,12,18,26,710,10
2,5,5,21,31,145,720,10
1,2,35,13,53.9,53.9,727,10
1,1,1,22,35.75,45.6,718,10
4,8,8,5,36,48,730,10
1,4,31,13,53,54.45,730,9
1,4,31,13,53,53.9,730,11
1,4,31,13,53,53.9,730,9
1,4,21,25,29,29,720,10
1,1,22,10,17,23,708,10
3,6,13,7,18.25,18.5,729,10
2,5,5,1,59,110,1209,10
1,2,10,29,82.5,85.05,723,10
1,4,12,29,83.05,93.25,723,10
1,2,25,13,53.75,54.15,720,10
1,3,26,13,46,50.7,720,10
1,4,11,13,54.05,54.65,720,10
1,2,29,13,54.25,55,720,10
1,2,29,13,54.45,54.6,720,10
2,5,5,1,60,130.25,709,10
2,10,17,2,38,46,709,10
3,6,6,26,110,160,708,9
1,4,21,25,35,35,708,10
1,1,19,22,47.25,47.25,708,14
3,6,6,27,30,40,708,10
1,1,19,30,28.5,35.3,708,6
3,6,13,21,16.01,53.5,722,10
1,1,22,10,13,17,710,10
1,4,12,15,62,90,726,10
2,5,5,3,69.7,83,923,10
1,4,4,13,54.75,55.55,827,10
1,4,12,29,88.75,94,726,13
3,6,14,1,107,107.51,1209,9
3,6,13,7,16.11,17.61,709,10
1,1,19,22,45.65,45.65,710,10
1,1,28,22,47.5,50.4,710,9
1,4,11,30,55.05,55.85,726,9
1,4,21,9,2.5,4,709,10
1,2,29,30,26,32.5,726,10
1,1,19,30,22,34.55,710,10
4,9,9,30,21.12,30.19,726,10
1,2,23,22,51,53.4,708,12
4,7,15,22,57,57.5,806,10
2,5,5,22,47.9,58,806,10
3,6,13,22,34,52.91,708,10
1,3,3,1,85,98,1210,10
1,2,23,27,33.05,38.05,708,10
1,4,21,27,20,30,708,10
1,4,12,15,65,70.75,720,14
1,1,19,17,50,62.05,708,10
1,4,24,19,110,142.6,708,10
2,5,5,1,76.51,115.51,1219,10
1,4,12,1,58.25,116.25,1210,10
1,4,21,25,13,32.05,809,10
1,2,23,13,54.25,54.5,709,10
2,5,5,1,45.01,127.09,1210,9
1,2,10,29,80,81.75,806,10
2,5,5,29,52,93.46,806,10
1,2,10,30,27.85,36.5,806,10
1,2,23,22,42.6,50,808,10
1,2,10,13,51.55,54.4,710,10
1,2,29,13,54.25,55.35,710,10
1,2,29,13,54.5,54.7,710,10
1,4,31,13,53.5,55.45,710,10
1,4,31,13,54.5,54.5,710,13
3,6,13,22,38,58,808,9
1,2,25,22,42.75,57.05,709,12
2,5,5,22,26,48.09,709,10
3,6,13,22,38,53.5,709,10
1,1,28,19,143,153.05,710,9
1,4,12,29,86.35,92.5,808,11
2,5,5,29,62,92.75,808,10
1,4,31,30,27.5,30.55,827,10
1,3,26,19,119.5,154.5,720,10
1,4,11,13,53.45,54.2,723,10
1,2,29,30,27.5,36.25,710,12
1,2,29,30,26,33.6,710,10
1,4,31,30,12.5,30.7,710,10
1,4,31,30,13,30.05,710,10
4,8,20,25,24,28,719,12
1,1,22,12,35,50,819,10
1,4,11,19,152.5,152.5,720,10
1,4,12,1,57.5,120,801,11
1,2,29,19,140,164.05,720,10
1,4,12,19,139.5,175,720,10
1,1,28,22,47.5,52,718,10
4,8,8,24,73,77,719,10
4,8,8,23,98,105,719,9
1,2,23,22,49,52.85,709,10
2,10,17,2,40.1,46.1,1115,10
1,4,12,1,52.5,114,708,15
2,5,5,3,50,50,708,10
4,8,20,26,60,70,827,8
1,1,22,27,33,37,719,10
1,1,1,15,55,60,731,10
1,1,1,17,51.3,61.55,731,10
1,1,19,17,45,58.75,731,9
1,1,28,17,57.5,60.55,731,10
1,1,1,19,142.45,153.75,731,10
1,1,19,19,40.5,157,731,9
1,4,21,9,6.25,7,913,9
1,2,10,29,83.25,83.25,809,12
1,2,10,7,18.5,18.8,722,9
2,10,17,7,17.4,17.7,722,10
1,4,31,30,30.5,30.5,809,9
4,9,9,30,13.12,27.71,809,10
1,1,22,27,28,32,802,9
2,5,5,15,23.01,70.8,709,10
2,5,5,1,93,116.08,803,11
3,6,14,1,98,113.75,803,10
2,10,17,2,39.1,46.2,803,9
4,8,20,25,16,18,729,10
1,1,19,17,57.5,57.5,710,9
1,1,28,17,55,58.55,710,9
1,2,10,13,53.05,54.6,827,10
2,5,5,3,47.4,47.4,803,10
1,1,19,30,20.95,34.05,722,10
1,1,1,19,114,165.05,718,9
1,2,25,22,50,58.2,720,10
1,3,26,22,36.75,45.5,720,9
4,9,9,22,49,52.69,720,10
2,10,17,2,40.1,46.2,1016,10
1,4,4,13,52.9,54.05,723,10
1,3,3,30,27.5,37.75,719,14
2,10,17,2,40,44.5,1030,10
1,4,12,29,84.5,94.55,720,10
1,2,29,30,22.5,31.25,720,10
1,2,29,30,22.5,29.25,720,10
4,9,9,30,20.28,32.15,720,9
2,5,5,7,15,18.25,803,10
1,1,22,10,12,17,819,13
1,3,3,23,50,92.5,819,10
4,9,9,30,19.58,32.33,824,10
4,9,16,30,21.69,29.71,824,9
1,3,3,22,35,41.75,819,9
2,5,5,22,43.5,55,819,10
1,1,1,30,26.1,28.6,808,10
1,4,12,1,56.25,145.05,726,10
1,4,12,15,55,55,710,10
1,3,26,19,131,151,710,10
1,4,11,19,127.5,149.5,710,12
1,2,29,19,116.25,156.9,710,10
1,4,12,19,135,173,710,11
4,8,20,9,18,22,727,10
1,2,10,13,53.75,54.75,830,11
4,8,8,4,66,90,730,10
3,6,13,7,17,18.25,719,10
2,5,5,21,22.5,102,730,10
1,1,19,17,58.55,58.55,803,10
1,2,25,22,40,56.25,710,10
1,3,26,22,37,49.9,710,10
2,5,5,15,35,59.26,827,9
1,4,12,29,85.85,95,710,10
1,2,25,30,27.55,29.45,710,10
1,3,26,30,25,27.4,710,9
1,4,11,30,31.25,54.05,710,9
3,6,13,21,15.11,73.5,730,10
1,4,30,13,54.15,54.5,803,10
1,1,22,12,38,48,719,12
4,8,20,26,80,90,726,10
4,8,20,8,28,36,803,10
1,2,25,22,40,53.55,723,10
1,1,22,10,11,16,719,10
1,1,22,27,24,30,803,9
1,1,19,23,76.05,76.05,719,10
1,1,19,22,27.75,27.75,719,10
1,1,28,22,47.5,47.5,719,10
1,1,1,23,48,65,718,10
1,1,19,30,28.35,30.9,719,10
1,1,28,30,22.5,29.25,719,10
2,5,5,21,30,142.5,710,10
4,8,18,6,39,57,722,10
1,1,1,13,51.5,52.6,718,10
1,2,25,13,53.6,54.2,718,11
1,2,29,13,54.45,54.75,718,10
4,8,18,18,7,9,822,9
1,2,10,13,51.75,53.9,803,10
1,1,1,17,53.8,62.25,718,9
1,4,30,13,54.02,54.3,819,10
1,2,29,19,138,169,718,10
4,8,8,30,27,29,718,10
4,8,8,20,132.5,172.5,719,12
4,8,8,24,46,54,722,10
1,1,28,17,58.15,61.95,819,9
2,5,5,3,100.01,111.5,1014,10
1,1,28,19,145,150.55,819,10
1,2,25,13,54.25,55,710,10
1,4,11,13,54.55,54.9,710,10
1,4,4,13,54,55,710,10
1,2,29,13,53.75,54.45,710,10
1,4,30,13,54.25,55.05,710,10
1,2,25,22,50,58.25,718,9
1,3,26,22,37.5,47,718,12
4,9,32,22,48.69,69.69,718,10
3,6,13,22,32,54.1,718,10
1,1,22,12,35,43,802,10
1,2,29,30,23,31.75,718,10
4,9,9,30,22.39,28.15,718,9
1,2,10,19,135,149,827,10
1,4,12,19,135.55,160.25,827,10
2,5,5,1,78,131,1231,12
1,1,1,1,120.05,120.75,801,10
1,1,1,13,41.25,52.4,722,10
1,2,25,13,53.75,54.35,722,10
1,4,11,13,54.4,54.7,722,10
1,4,4,13,53.5,54.4,722,9
1,2,29,13,53.75,54.5,722,10
1,2,29,13,54.15,54.45,722,10
1,1,1,13,47.05,53.1,720,10
1,4,24,13,54,54.3,720,9
1,3,3,13,47.5,50,720,10
1,4,31,13,53,54.65,720,10
1,4,31,13,53.75,54.25,720,10
1,4,31,13,53.5,54.65,720,10
1,1,22,27,25,35,731,10
3,6,14,1,96,150,1231,9
3,6,6,10,15,25,724,10
1,1,1,15,51.55,60,722,10
1,1,1,17,51.75,62.45,722,9
1,1,28,19,157.5,166.65,718,10
1,2,29,19,126.8,168.1,718,10
3,6,13,7,16,18.25,718,10
1,1,1,19,120.2,160.4,722,9
1,2,25,19,147.55,147.55,722,9
1,3,26,19,123,151.25,722,9
4,8,8,23,95,100,718,10
1,2,29,19,146.3,0,722,10
1,1,28,22,49,52,819,9
1,1,1,22,40,46.75,907,10
1,1,22,10,13,16,802,9
1,1,1,30,25.55,33.3,725,10
1,1,19,22,42.75,44,907,9
1,4,24,19,132.55,154.55,803,10
1,1,1,22,32.5,53.5,722,10
1,2,25,22,50,59,722,11
1,2,25,22,41.25,51.6,722,9
1,3,26,22,37.5,47.75,722,11
1,2,29,30,20,30.25,722,9
1,2,29,30,28,30.05,722,12
1,4,21,9,11,11,801,10
4,9,16,30,20.89,25.6,722,13
1,4,11,19,115.25,158.2,719,9
1,1,19,19,140,140,719,10
1,1,28,19,150.5,160.4,719,10
1,2,29,19,136.4,160,719,10
1,1,1,23,65.5,68.5,802,9
1,1,1,22,35.1,53.75,802,9
1,2,10,19,149.8,149.8,724,10
1,4,12,19,137,175,724,9
1,4,12,1,57.5,117.55,725,10
2,5,5,1,43,119.5,725,9
3,6,14,1,108.76,123.25,725,9
1,4,11,30,57.1,57.8,802,9
1,2,10,19,115,149.5,710,11
1,2,29,19,135,161.5,710,9
2,5,5,19,105.01,110,710,10
3,6,13,21,17.25,61.91,718,11
2,5,5,7,18.2,18.81,725,10
3,6,13,7,17.25,18.65,725,10
1,2,10,29,77.5,77.5,724,9
1,4,12,29,78.75,93.5,724,10
2,5,5,1,40,118,726,9
3,6,14,1,104,123,726,10
2,10,17,2,38.5,46,726,10
1,4,21,9,12,13,725,9
1,4,24,13,54.5,54.75,906,10
1,2,25,13,54.45,54.9,906,10
1,2,23,13,53.75,53.75,722,9
1,4,31,13,53.5,55,722,10
1,4,31,13,53.75,54.1,722,9
1,1,1,23,48.5,67.75,730,7
1,1,1,22,40,51.5,730,10
1,2,25,22,50,55,730,10
1,4,21,10,2.5,8,725,10
1,1,19,13,49,49,906,10
1,1,1,30,17.5,18.75,730,9
1,4,12,29,85.25,90,826,11
2,5,5,29,77,85.8,826,10
4,9,9,22,39.58,53.83,803,9
1,2,29,13,54.25,55.1,906,10
2,10,17,7,17,17.2,726,10
2,5,5,7,18,18.5,726,10
3,6,13,7,18.4,18.96,726,9
1,1,28,17,54,54,814,10
1,1,1,13,42.5,52,801,10
1,4,31,13,33.75,55.25,801,9
1,4,31,13,54,54.65,801,10
1,4,31,13,54.55,54.7,906,10
1,4,31,13,54.5,55.05,906,10
1,4,30,13,54.15,54.65,722,10
1,2,10,13,52,53.85,725,10
1,4,31,13,53,54.3,725,10
1,4,31,13,53.1,53.35,725,10
1,4,31,13,53,53.6,725,10
1,4,21,9,6,6.25,916,9
1,4,12,29,86.05,93.8,722,10
1,2,10,30,22.5,22.5,803,12
1,1,1,17,48,61.2,801,10
4,9,9,30,19.85,31.02,803,10
1,1,22,12,22,30,731,10
1,2,29,13,54.25,54.8,719,9
4,8,18,18,5,12,801,10
1,4,11,13,54,54.6,719,10
1,1,28,13,42.5,50.75,719,10
1,4,30,13,54.3,54.55,719,10
1,4,12,19,132,170,822,10
1,1,28,19,143.5,150.55,814,10
1,2,29,19,151.75,156.2,814,10
1,1,22,12,29,35,720,9
4,9,34,17,58,58,719,10
1,1,1,15,41.75,58.8,719,10
1,1,1,17,37.5,62.9,719,9
1,3,3,17,50,62.3,719,10
1,4,21,9,17.05,19,810,9
1,2,10,19,137.25,155,725,12
1,1,1,19,135.5,155.3,801,9
1,3,26,19,130,155,719,10
1,2,29,19,145.5,168.75,719,11
1,4,12,19,135,171.5,719,10
4,8,20,26,80,100,720,10
3,6,13,21,15.51,74.51,719,10
1,1,1,19,132.75,166.15,719,13
1,3,3,19,90,162,719,10
3,6,13,21,14,69.01,725,10
1,2,29,19,142.5,163.5,722,10
1,3,26,22,38,47.9,719,10
4,9,9,22,43.11,43.11,719,13
3,6,13,22,39,54.91,719,7
1,4,21,25,25,25,725,9
1,4,12,29,87.25,93,719,9
1,2,29,30,24,31.5,719,10
1,2,29,30,24.25,29.5,719,10
4,9,9,30,25.07,30.56,719,10
4,9,34,30,27.78,27.78,719,10
1,4,12,1,65.05,124.55,719,10
1,1,22,27,23,30,726,9
2,5,5,15,43.01,71.51,725,10
1,1,1,17,53.3,63.2,725,9
1,4,24,13,53.35,53.7,726,9
1,1,1,19,146.8,155.05,727,10
1,4,21,25,16,21.5,801,10
1,1,1,19,150,154.4,725,9
1,4,24,19,125,151.6,725,10
1,2,10,1,75.25,75.25,807,10
2,5,5,1,43,125,807,10
3,6,13,1,6.9,11.31,807,9
2,5,5,3,44.44,112.76,807,10
4,8,20,10,10,14,802,10
1,4,12,19,135.6,172.5,830,9
4,7,15,22,59.9,61.5,725,10
4,9,32,22,32.97,63.93,725,10
3,6,13,22,32,55.5,725,9
1,2,10,1,70,81.25,723,10
1,4,12,1,94,112.05,723,9
2,5,5,1,34,125,723,10
2,10,17,2,39,46.2,723,10
1,4,12,19,140.55,178.1,718,9
1,4,24,19,125,154.45,726,10
1,1,1,22,33.5,49.5,801,10
4,8,18,18,6,16,726,10
2,5,5,22,36,55.91,726,10
3,6,13,22,27,56,726,10
1,2,25,13,53.51,53.8,729,10
1,2,10,13,52,53.4,729,10
1,4,4,13,53.25,53.95,729,10
1,2,29,13,53.9,54.11,729,10
1,2,29,13,53.85,54,729,9
1,1,22,27,26,31,807,10
2,5,5,7,9.11,18.71,723,9
1,2,10,29,79.05,90.6,725,10
1,2,10,30,28.35,28.35,725,10
1,4,31,30,15,31.25,725,11
1,4,31,30,17.5,50.35,725,10
1,1,1,30,31.25,31.25,801,10
1,1,28,17,57.5,61.35,729,10
4,7,15,22,56.01,61.9,726,12
1,2,23,13,53.3,53.5,805,10
1,4,4,13,53.5,54.3,805,10
1,2,10,19,137.85,137.85,729,10
1,4,11,19,110.5,153.55,729,10
1,1,28,19,150,160,729,9
1,4,12,19,129.25,171.75,729,10
4,8,20,26,50,60,904,12
3,6,13,21,15.01,73.8,729,10
4,9,16,30,20.69,26,726,10
1,4,12,19,131.05,177.1,722,14
1,2,10,19,130,149.15,723,8
1,4,24,29,82.5,84.45,725,10
2,5,5,29,75.5,92.01,725,10
1,4,12,19,136.5,170,723,9
1,4,12,15,53.5,65,724,10
2,5,5,3,35,46,1018,10
3,6,13,7,18.5,19.22,807,10
1,1,1,15,38.85,56.05,720,10
2,5,5,15,48,69.2,720,10
1,1,1,17,42.5,63.2,720,10
1,1,19,8,20,20,807,9
1,1,1,19,126.35,162.55,720,10
1,4,24,19,140,151.55,720,10
1,3,3,19,150.25,163.25,720,10
1,2,25,22,50,59.75,729,10
2,5,5,19,127,168,720,10
3,6,13,22,48,56.3,729,10
1,2,29,13,54,54.8,722,10
1,4,21,9,20,20,807,10
2,5,5,15,30,72,723,10
1,1,1,17,46.3,62.4,723,10
1,2,23,22,40.05,51.25,723,10
1,2,10,22,45.55,52.5,723,10
1,4,12,29,88,90.85,729,10
1,1,19,17,48.5,59.35,906,10
1,1,1,19,150.1,154.55,723,13
1,4,31,30,16.05,31.1,720,9
2,5,5,19,140,159.01,723,10
1,2,29,30,30,30.75,729,10
4,9,9,30,18.39,31.13,729,8
2,5,5,22,51.5,59,827,10
1,4,24,19,135.25,146.8,718,9
1,3,26,19,117,159,718,9
1,4,11,19,110,153.05,718,9
1,1,22,12,45,55,726,10
2,5,5,21,30,133,723,10
